,Unnamed: 0,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,extra_base_hits,firstName,games,hits,lastName,player_id,runs,WAR
566,566,440.0,102.03,0.31041102077687444,1302.01,11.0,Y,45.06,0.20000000000000004,0.39944204122050775,0.7978431252313478,179.0,0.20000000000000004,0.3984010840108401,0.0,Lucius Benjamin,2422.0,2749.0,Appling,applilu01,1319.0,74.45
567,567,299.02,59.03,0.30021499128413714,435.01,38.0,Y,242.02,0.14,0.35893650807732225,0.8805615322880523,36.03,0.14,0.5216250242107301,0.0,Walter Anton,1350.0,1550.01,Berger,bergewa01,809.01,42.1
568,568,295.0,87.02,0.2902141957160857,548.02,27.0,N,106.02,0.14,0.3666781584213326,0.8221800483835333,53.04,0.14,0.4555018899622008,0.0,Bruce Douglas,1360.0,1382.0,Campbell,campbbr01,759.0,15.3
569,569,407.02,107.05000000000004,0.30225532571781416,824.01,26.0,N,90.05000000000004,0.19000000000000006,0.3831800442127671,0.8230195008351815,287.03,0.19000000000000006,0.4398394566224143,0.0,William Benjamin,1717.0,1958.01,Chapman,chapmbe01,1144.0,41.33
570,570,334.01,46.04999999999999,0.27959411384217336,579.0,18.0,Y,94.03000000000002,0.17,0.34301012952042204,0.7371255887700987,42.03,0.17,0.3941154592496766,0.0,Anthony Francis,1704.0,1729.01,Cuccinello,cuccito01,730.01,35.26
571,571,73.02,11.06,0.2331013916500994,232.01,9.0,N,3.1099999999999985,0.12999999999999998,0.3151202322092723,0.6001450831039046,12.05,0.12999999999999998,0.2850248508946322,0.0,Eugene Abraham,712.0,469.0,Desautels,desauge01,211.0,-1.09
572,572,11.07,0.14,0.14714601769911506,50.03,2.0,N,0.14,0.14,0.19353253082610836,0.3536984600296481,1.13,0.14,0.16016592920353978,0.0,Vernon Louis,368.0,133.01999999999998,Gomez,gomezle01,59.02,-4.64
573,573,379.01,71.00999999999998,0.3135008665511265,852.01,16.0,Y,331.01,0.12999999999999998,0.4118070198015555,1.0168657527112417,58.02,0.12999999999999998,0.605058732909686,0.0,Henry Benjamin,1394.0,1628.01,Greenberg,greenha01,1051.01,57.54
574,574,9.079999999999998,0.14,0.17043478260869566,15.07,1.0,N,0.14,0.14,0.215974812634749,0.4218443778521403,0.14,0.14,0.2058695652173913,0.0,Joseph William,430.0,47.04,Heving,hevinjo02,23.050000000000004,-0.59
575,575,374.0,51.01,0.29249547920433994,800.0,22.0,Y,140.01999999999998,0.15,0.3704672070151445,0.7979958387209913,61.03,0.15,0.4275286317058469,0.0,Michael Franklin,1802.0,1941.0,Higgins,higgipi01,930.0,27.51
576,576,412.02,111.02,0.2770553607214429,980.01,39.0,Y,131.02999999999997,0.19000000000000006,0.3588746223564955,0.7645810351821467,178.01999999999995,0.19000000000000006,0.4057064128256513,0.0,Joseph Anthony,2104.0,2212.01,Kuhel,kuheljo01,1236.01,26.59
577,577,5.0699999999999985,3.0699999999999994,0.1732155477031802,12.05,1.0,N,0.1,0.1,0.20958973493162245,0.42347666072667545,0.1,0.1,0.21388692579505295,0.0,Alfred Voyle,209.0,49.02,Lawson,lawsoro01,26.02,-0.98
578,578,258.01,53.02,0.2975861433572876,348.02,37.0,Y,79.03,0.11999999999999998,0.34411077503294824,0.752465298710855,46.01,0.11999999999999998,0.4083545236779068,0.0,Joe Gregg,1335.0,1615.0,Moore,moorejo02,809.01,17.02
579,579,116.02,26.050000000000004,0.27126377952755903,173.01,11.0,N,22.050000000000004,0.12999999999999998,0.3204754528034535,0.6839715157955795,65.02000000000001,0.12999999999999998,0.36349606299212606,0.0,Alvin Jacob,688.0,689.01,Powell,powelja03,353.0,-1.09
580,580,77.02,21.03,0.27723799690242645,160.02,10.0,N,28.04,0.11,0.3355417083900851,0.7176841967741842,14.04,0.11,0.3821424883840991,0.0,Ira Robert,615.0,537.01,Seeds,seedsbo01,268.02,0.79
581,581,288.01,114.01,0.2793663060278207,718.0,10.0,Y,84.0,0.11999999999999998,0.3682174481548478,0.7959666753573207,53.01,0.11999999999999998,0.4277492272024729,0.0,August Richard,1435.0,1446.0,Suhr,suhrgu01,714.0,23.03
582,582,335.01,92.03,0.3073830409356725,514.0,21.0,N,65.03,0.12999999999999998,0.3690614319983087,0.8069561688404141,23.06000000000001,0.12999999999999998,0.4378947368421053,0.0,Joseph Franklin,1414.0,1682.0,Vosmik,vosmijo01,818.01,20.43
583,583,26.050000000000004,2.139999999999997,0.2235111901123689,52.03,4.0,N,4.129999999999997,0.15,0.2662076822596961,0.5341258951680858,1.15,0.15,0.2679182129083897,0.0,Lonnie,459.0,215.02,Warneke,warnelo01,87.00999999999998,4.25
584,584,133.01,36.03,0.22871819960861056,405.0,11.0,N,11.06,0.12999999999999998,0.2999469375883911,0.5869454698780192,42.03,0.12999999999999998,0.2869985322896282,0.0,Harold Burton,1205.0,935.0,Warstler,warstra01,431.0,3.42
585,585,271.02,50.02,0.2712997611464968,701.01,32.0,Y,78.02,0.11999999999999998,0.3640737659215616,0.7558193869406699,215.02,0.11999999999999998,0.39174562101910826,0.0,William Murray,1295.0,1363.01,Werber,werbebi01,875.01,25.06
586,586,9.04,0.1,0.18495297805642635,18.02,0.0,N,0.1,0.1,0.2284646416706217,0.4433235758399007,0.1,0.1,0.21485893416927895,0.0,Ivy Paul,253.0,59.0,Andrews,andreiv01,26.01,-0.71
587,587,203.04999999999995,85.04,0.2869833729216152,329.02,10.0,N,31.07000000000001,0.17,0.3356089002633701,0.7232919060936444,39.05999999999999,0.17,0.3876830058302742,0.0,Louis Klopsche,1270.0,1329.02,Finney,finnelo01,643.03,2.23
588,588,240.0,51.02,0.2893812483112672,353.0,3.0,N,73.02000000000002,0.11,0.3517282006157092,0.7927171225287057,57.02,0.11,0.4409889219129965,0.0,Arvel Odell,1062.0,1071.0,Hale,haleod01,551.0,15.68
589,589,486.01,82.02,0.3042688465031789,737.0,26.0,Y,47.04999999999999,0.17,0.3669347840716302,0.7738635501284616,67.02,0.17,0.4069287660568315,0.0,William Jennings Bryan,1922.0,2345.0,Herman,hermabi01,1163.0,54.74
590,590,13.03,3.0799999999999987,0.18715399610136452,18.02,0.0,N,0.1,0.1,0.2146972435607772,0.43984344239118656,0.1,0.1,0.22514619883040932,0.0,Oral Clyde,259.0,96.01,Hildebrand,hildeor01,43.02,-1.16
591,591,245.0,55.01,0.2579561810331041,568.0,51.0,Y,43.02,0.17,0.324788240104654,0.6601600616303216,36.02,0.17,0.3353718215256677,0.0,William Frederick,1816.0,1613.0,Jurges,jurgebi01,721.0,30.74
592,592,221.01,75.03,0.2825064157399487,446.01,7.0,N,45.03999999999999,0.12999999999999998,0.3458688980998764,0.7366280939938028,115.0,0.12999999999999998,0.3907591958939264,0.0,Michael Andreas,1241.0,1321.0,Kreevich,kreevmi01,676.01,14.95
593,593,277.0,27.050000000000008,0.3060631938514091,430.0,46.0,Y,190.0,0.17,0.3582276261733613,0.8181934673347617,8.099999999999998,0.17,0.4599658411614005,0.0,Ernesto Natali,1853.0,1792.0,Lombardi,lombaer01,601.0,45.91
594,594,179.01999999999995,53.05,0.27039796782387804,317.03,14.0,N,58.06,0.15,0.3327284741545308,0.7327623437565629,31.07000000000001,0.15,0.4000338696020321,0.0,Eugene,1042.0,958.02,Moore,moorege03,497.02,13.77
595,595,143.01999999999995,19.03,0.3103448275862069,160.01999999999995,13.0,N,54.02,0.11,0.3624335736399243,0.8348662614056305,9.06,0.11,0.4724326877657061,0.0,Ernest Gordon,726.0,657.0,Phelps,phelpba01,239.02,15.98
596,596,257.01,67.00999999999999,0.2887936838746967,526.01,10.0,Y,69.02,0.1,0.3598688822923969,0.7725674265257836,44.01,0.1,0.4126985442333867,0.0,Robert Abial,1175.0,1394.01,Rolfe,rolfere01,942.01,23.49
597,597,152.01,32.01,0.2887323943661972,240.0,11.0,N,29.02,0.11999999999999998,0.3464763580838013,0.7419305834359141,30.02,0.11999999999999998,0.3954542253521127,0.0,William Joseph,962.0,820.0,Sullivan,sullibi04,347.0,8.01
598,598,376.02,96.04,0.3062314540059347,817.02,16.0,Y,105.04,0.20000000000000004,0.3825347738478481,0.8198077708804891,59.04,0.20000000000000004,0.43727299703264094,0.0,Fred,1905.0,2064.0,Walker,walkedi02,1037.0,42.64
599,599,399.0,76.0,0.2940481465071629,330.0,44.0,N,124.0,0.15,0.3309937510059271,0.7613585420264558,223.0,0.15,0.4303647910205287,0.0,Gerald Holmes,1784.0,1991.0,Walker,walkege02,954.0,17.64
600,600,24.040000000000006,8.049999999999999,0.2206572769953052,46.01,2.0,N,2.099999999999999,0.11999999999999998,0.2750716749377847,0.5684050082711181,3.09,0.11999999999999998,0.2933333333333333,0.0,Joseph Emil,430.0,141.0,Bowman,bowmajo01,62.02,3.48
601,601,85.02,10.06,0.26407928388746804,151.01,10.0,N,22.06,0.1,0.332749795665204,0.706368721496406,13.05,0.1,0.37361892583120204,0.0,Wilbur Lee,479.0,413.02,Brubaker,brubabi01,208.02,3.22
602,602,260.02,65.03000000000002,0.2455010355265254,792.01,114.0,Y,98.03000000000002,0.17,0.34065970781742905,0.6951570791731723,113.04000000000002,0.17,0.3544973713557432,0.0,Frank Peter Joseph,1683.0,1541.01,Crosetti,crosefr01,1006.01,23.92
603,603,190.01,36.04999999999999,0.299469111969112,359.0,14.0,N,72.04,0.12999999999999998,0.35730651984777945,0.7721786240948837,33.029999999999994,0.12999999999999998,0.41487210424710425,0.0,Joseph Franklin,1155.0,1241.0,Demaree,demarfr02,578.0,17.12
604,604,141.01,39.02,0.2925104468016715,288.0,16.0,N,17.060000000000006,0.11999999999999998,0.3554779919885685,0.7348511838882792,18.050000000000004,0.11999999999999998,0.3793731918997107,0.0,Debs C.,1010.0,910.0,Garms,garmsde01,438.0,11.01
605,605,363.0,81.0,0.30131904369332235,1092.0,21.0,Y,57.02,0.16,0.3939860519880446,0.79094400747032,165.01,0.16,0.39695795548227536,0.0,Stanley Camfield,1938.0,2193.0,Hack,hackst01,1239.0,52.52
606,606,540.01,113.07000000000004,0.3236411263916176,437.0,26.0,Y,205.03,0.20000000000000004,0.36230273394087575,0.8668528321727028,42.06,0.20000000000000004,0.5045500982318271,0.0,Joseph Michael,1984.0,2471.0,Medwick,medwijo01,1198.01,55.56
607,607,100.02,36.02,0.2822009170487703,247.01,24.0,N,7.069999999999999,0.11999999999999998,0.3550426383734125,0.7178062898948798,56.03999999999999,0.11999999999999998,0.3627636515214673,0.0,Frank Anthony,795.0,677.0,Pytlak,pytlafr01,316.0,8.32
608,608,204.03,40.04,0.2818509063058463,276.02,15.0,N,32.05,0.11999999999999998,0.331507506879524,0.7104378106834555,30.03,0.11999999999999998,0.3789303038039316,0.0,Richard Walther,1035.0,1104.01,Siebert,siebedi01,439.02,7.85
609,609,119.02,29.050000000000004,0.2757630161579892,104.01,21.0,N,35.03999999999999,0.11,0.3068636344892994,0.6839695590853496,18.020000000000003,0.11,0.3771059245960503,0.0,Alfred Chester,863.0,768.0,Todd,toddal01,286.0,5.08
610,610,356.0,128.01,0.3175777710661432,937.0,46.0,Y,96.0,0.14,0.4057781973770371,0.8592695897056387,118.01,0.14,0.4534913923286016,0.0,Joseph Floyd,1817.0,2103.0,Vaughan,vaughar01,1173.0,72.93
611,611,73.00999999999998,15.05,0.21900079595076533,132.01999999999998,3.0,N,3.0999999999999983,0.11999999999999998,0.2627607247369404,0.5311940209845383,33.02,0.11999999999999998,0.2684332962475978,0.0,James Laverne,699.0,498.01,Webb,webbsk01,216.01,-4.56
612,612,83.0,42.02,0.25565610859728505,386.0,13.0,N,8.049999999999999,0.1,0.3529874471502081,0.6807363159284887,92.01,0.1,0.3277488687782805,0.0,Joyner Clifford,878.0,678.0,White,whitejo01,456.0,1.99
613,613,107.01,27.02,0.2843334675795409,214.0,5.0,N,15.02,0.1,0.3423263387735465,0.7096682638641627,56.01000000000001,0.1,0.36734192509061614,0.0,Baldomero Melo,646.0,706.0,Almada,almadme01,363.0,0.08
614,614,261.0,86.00999999999998,0.2768541005043901,947.0,28.0,Y,239.0,0.12999999999999998,0.3882663598883082,0.8799570006504976,60.0,0.12999999999999998,0.4916906407621894,0.0,Adolph Louis,1490.0,1482.0,Camilli,camildo01,936.0,42.81
615,615,162.01,26.02,0.2850925614271289,187.0,14.0,Y,57.02,0.1,0.33038365751394977,0.7450992414924081,13.04,0.1,0.4147155839784584,0.0,Harry,890.0,847.01,Danning,danniha01,363.01,15.53
616,616,314.0,75.0,0.2977288857345635,392.0,33.0,N,65.02,0.12999999999999998,0.3469650048753285,0.7616314349675926,158.0,0.12999999999999998,0.41466643009226395,0.0,Ervin,1461.0,1678.0,Fox,foxpe01,895.0,13.45
617,617,263.02,69.04000000000002,0.2686255779851767,752.01,28.0,N,61.03999999999999,0.16,0.35921158359773736,0.7337314775257889,105.03000000000002,0.16,0.3745198939280516,0.0,Linus Reinhard,1535.0,1482.01,Frey,freylo01,848.0,38.81
618,618,213.02,32.08,0.2590718896060539,564.02,13.0,N,119.03,0.17,0.343385553598583,0.7436259275135619,30.040000000000006,0.17,0.4002403739149789,0.0,Franklin Witman,1364.0,1164.01,Hayes,hayesfr01,545.02,19.46
619,619,396.0,95.0,0.2963872832369942,1075.0,24.0,Y,288.0,0.12999999999999998,0.3928106914341082,0.8987355469254377,96.0,0.12999999999999998,0.5059248554913295,0.0,Robert Lee,1863.0,2051.0,Johnson,johnsbo01,1239.0,57.23
620,620,198.0,27.020000000000003,0.2758923346986542,244.01,9.0,N,28.02,0.1,0.32578974751505674,0.7000144403178654,25.020000000000003,0.1,0.3742246928028086,0.0,William Hart,907.0,943.0,Knickerbocker,knickbi01,423.0,5.35
621,621,24.07000000000001,4.129999999999998,0.2,27.07000000000001,1.0,N,4.149999999999999,0.16,0.2259768543725311,0.4796055968875011,0.16,0.16,0.25362874251497003,0.0,Thornton Starr,375.0,167.0,Lee,leeth01,63.03,-0.28
622,622,18.100000000000005,4.169999999999997,0.16795066413662238,20.080000000000013,2.0,N,0.20000000000000004,0.20000000000000004,0.18498903631025385,0.37859434940323294,1.1900000000000002,0.20000000000000004,0.1936053130929791,0.0,Emil John,640.0,177.01999999999995,Leonard,leonadu02,53.04,-2.69
623,623,265.0,78.00999999999998,0.3142043142043142,402.0,31.0,N,27.03,0.11999999999999998,0.3697317434431993,0.7861155448270007,23.040000000000006,0.11999999999999998,0.4163838013838014,0.0,Cecil Howell,1328.0,1544.0,Travis,travice01,665.0,29.54
624,624,331.0,58.01,0.30246076341794226,545.0,16.0,N,228.0,0.11,0.3708422242843986,0.8924504397465184,28.01,0.11,0.5216082154621198,0.0,Harold Arthur,1347.0,1561.0,Trosky,troskha01,835.0,30.47
625,625,128.03000000000003,34.03999999999999,0.26156123276561233,152.03999999999996,12.0,Y,32.040000000000006,0.11,0.30760603007433035,0.6876709124749791,18.050000000000004,0.11,0.3800648824006488,0.0,Lemuel Floyd,730.0,645.01,Young,youngpe01,274.01,6.03
626,626,7.079999999999999,0.14,0.0976953125,7.099999999999998,1.0,N,0.14,0.14,0.11171766876826078,0.2246082937682608,0.14,0.14,0.112890625,0.0,John Alton,455.0,50.02,Benton,bentoal01,22.02,-5.97
627,627,37.04999999999999,3.089999999999999,0.21578947368421053,76.00999999999998,3.0,N,3.0899999999999994,0.11999999999999998,0.25974182651707084,0.5150049844118076,4.089999999999999,0.11999999999999998,0.2552631578947369,0.0,Raymond Frederick,561.0,287.0,Berres,berrera01,96.02,-4.03
628,628,120.0,28.020000000000003,0.28305471124620063,173.0,16.0,N,14.06,0.11,0.3310753568630787,0.6970404024557839,66.0,0.11,0.3659650455927052,0.0,Stanley George,930.0,745.0,Bordagaray,bordafr01,410.0,0.72
629,629,13.07,0.12999999999999998,0.18409090909090908,18.060000000000006,1.0,N,0.12999999999999998,0.12999999999999998,0.21790544219168534,0.4331781694644127,0.12999999999999998,0.12999999999999998,0.21527272727272728,0.0,George Jasper,380.0,81.0,Caster,castege01,25.050000000000008,-0.93
630,630,347.02,99.03000000000002,0.29271690849866744,820.01,37.0,Y,95.03000000000002,0.21000000000000005,0.3722992402994663,0.7879314582443877,65.04,1.2,0.4156322179449215,0.0,Philip Joseph,2030.0,1977.01,Cavarretta,cavarph01,990.0,34.58
631,631,309.01,62.03,0.2719022687609075,1070.0,41.0,N,178.01999999999995,0.12999999999999998,0.39014022537212417,0.8308260892464697,69.03,0.12999999999999998,0.4406858638743456,0.0,Harlond Benton,1582.0,1558.0,Clift,cliftha01,1070.0,39.14
632,632,17.060000000000006,0.15,0.20297413315949367,28.040000000000006,0.0,N,11.07,0.14,0.22950819672131145,0.4946832868186042,1.14,0.14,0.26517509009729273,0.0,Curtis Benton,449.0,165.01999999999995,Davis,daviscu01,70.02,1.29
633,633,228.01,58.02,0.27116212338593976,851.01,42.0,N,79.02,0.12999999999999998,0.38391480456122,0.7741812526038516,32.010000000000005,0.12999999999999998,0.3902664480426317,0.0,Elburt Preston,1415.0,1323.0,Fletcher,fletcel01,723.0,32.22
634,634,336.0,74.05000000000003,0.2873505137274718,979.0,25.0,Y,100.04,0.18000000000000002,0.39042353029312016,0.8098643253074371,123.06000000000004,0.18000000000000002,0.41944079501431697,0.0,August John,1742.0,1706.0,Galan,galanau01,1004.01,41.02
635,635,99.0,19.040000000000006,0.2414885193982581,270.0,9.0,N,6.089999999999999,0.11999999999999998,0.31692048825005703,0.6199094035311339,18.040000000000006,0.11999999999999998,0.3029889152810768,0.0,Donald Henry,743.0,610.0,Heffner,heffndo01,275.01,-4.15
636,636,94.0,20.03,0.2433547204399633,244.01,20.0,N,45.03,0.11,0.32500858502444685,0.6917134429529528,22.06,0.11,0.3667048579285059,0.0,Alexis William,708.0,531.0,Kampouris,kampoal01,272.0,7.16
637,637,183.0,37.01,0.2693074950128242,485.0,12.0,Y,40.01,0.1,0.3599510746112179,0.7367108352267779,63.02,0.1,0.37675976061556,0.0,Harry Arthur,1043.0,945.0,Lavagetto,lavagco01,487.0,11.2
638,638,8.069999999999999,2.1099999999999985,0.15273191701451622,15.05,2.0,N,2.109999999999998,0.1,0.19540467812047194,0.4061392117943863,1.11,0.1,0.2107345336739144,0.0,William Leroy,202.0,49.03,Lohrman,lohrmbi01,23.03,-0.41
639,639,334.0,26.050000000000004,0.29896907216494845,399.01,27.0,Y,128.01999999999998,0.14,0.3475293333224917,0.7810711820032535,27.03,0.14,0.4335418486807618,0.0,Frank Andrew,1534.0,1711.0,McCormick,mccorfr01,722.0,34.82
640,640,22.07,4.129999999999997,0.23365821094793054,35.03,2.0,N,0.17,0.17,0.26970236581022644,0.5445354766246456,1.16,0.17,0.2748331108144192,0.0,Frederick Raymond,399.0,175.01,Ostermueller,osterfr01,60.03,1.9
641,641,205.0,50.02,0.3109965635738832,310.01,14.0,N,42.02,0.11,0.36174774676452665,0.7785616888362006,40.01,0.11,0.416813942071674,0.0,Raymond Allen,1081.0,1267.0,Radcliff,radclri01,598.0,7.43
642,642,110.02,43.03999999999999,0.2624222850222043,181.02,17.0,N,28.03,0.1,0.31701007805257336,0.6925490364700138,22.040000000000006,0.1,0.3755389584174404,0.0,Lewis Sidney,760.0,650.02,Riggs,riggsle01,298.02,8.75
643,643,213.01,42.01,0.2893890675241157,221.0,9.0,N,83.02,0.11,0.3341449586564086,0.7831627896999631,42.01,0.11,0.4490178310435545,0.0,Julius Joseph,938.0,990.0,Solters,soltemo01,503.0,6.8
644,644,90.02000000000002,14.079999999999998,0.2587394957983193,64.03,16.0,N,17.080000000000002,0.15,0.28406188332379395,0.6177328253848289,27.050000000000004,0.15,0.3336709420610349,0.0,George Tucker,817.0,585.01,Stainback,staintu01,284.01,-6.57
645,645,291.02,52.03,0.27516550670514345,792.0,12.0,Y,277.02,0.14,0.3622030308552173,0.8455063749394136,38.03,0.14,0.4833033440841962,0.0,Rudolph Preston,1603.0,1621.0,York,yorkru01,876.01,34.65
646,646,174.03000000000003,37.06,0.2610679851668727,390.02,22.0,N,82.05999999999997,0.15,0.32936594296380883,0.7126415919131291,18.07,0.15,0.38327564894932015,0.0,Ellsworth Tenney,1137.0,1056.02,Dahlgren,dahlgba01,470.02,4.19
647,647,188.0,85.0,0.28105906313645623,382.0,49.0,N,95.01,0.1,0.35213690899497596,0.7969001472841817,49.02,0.1,0.4447632382892057,0.0,Ival Richard,1107.0,1104.0,Goodman,goodmiv01,609.0,23.36
648,648,13.109999999999998,3.1499999999999977,0.18364406779661013,18.060000000000006,0.0,N,5.139999999999998,0.18000000000000002,0.20389953734302707,0.4367385203938745,0.18000000000000002,0.18000000000000002,0.23283898305084735,0.0,Harry Edwards,512.0,130.01999999999998,Gumbert,gumbeha01,50.02,-0.26
649,649,105.02,27.030000000000005,0.273046967285177,222.01,7.0,N,5.059999999999999,0.1,0.3322590284299496,0.6727960519116556,80.02,0.1,0.3405370234817061,0.0,Roy John,763.0,705.01,Hughes,hughero01,396.01,2.82
650,650,249.01,93.01,0.29709180764113285,573.01,20.0,N,71.00999999999998,0.11,0.3682893415235766,0.7885630537455877,83.00999999999998,0.11,0.42027371222201104,0.0,John Kelly,1349.0,1563.0,Lewis,lewisbu01,830.01,26.7
651,651,435.0,110.01,0.2906470908102229,821.0,21.0,Y,89.01,0.18000000000000002,0.3634953123742099,0.7794890589756238,174.01,0.18000000000000002,0.41599374660141386,0.0,Wallace,2012.0,2138.0,Moses,moseswa01,1124.0,33.03
652,652,123.01,23.09000000000001,0.2518035039505325,250.01,13.0,N,56.03999999999999,0.16,0.31378596609507364,0.6814637400559118,14.079999999999998,0.16,0.3676777739608382,0.0,Ray Coleman,985.0,733.0,Mueller,muellra01,281.01,11.52
653,653,164.0,15.03,0.2448869752421959,246.0,5.0,N,9.05,0.11999999999999998,0.2926556292726209,0.5970716680239665,67.0,0.11999999999999998,0.30441603875134554,0.0,Lamar Ashby,1128.0,910.0,Newsome,newsosk01,381.0,0.54
654,654,101.01,20.03,0.255125284738041,273.0,3.0,N,40.02,0.12999999999999998,0.338306766540004,0.7123978827131247,3.0999999999999983,0.12999999999999998,0.3740911161731207,0.0,James Kenneth,832.0,560.0,O'Dea,odeake01,262.0,
655,655,389.0,131.0,0.3245858378536872,790.0,46.0,Y,361.0,0.12999999999999998,0.3983215643459103,0.9771223266974716,30.030000000000005,0.12999999999999998,0.5788007623515613,0.0,Joseph Paul,1736.0,2214.0,DiMaggio,dimagjo01,1390.0,78.06
656,656,28.050000000000004,13.089999999999998,0.1505538221528861,100.01,3.0,N,8.129999999999999,0.16,0.21370816367784226,0.42558803887284996,1.17,0.15,0.21187987519500776,0.0,Robert William Andrew,570.0,193.01,Feller,fellebo01,99.02,-1.67
657,657,200.01,64.04,0.25583293669681106,309.01,5.0,N,39.01,0.11999999999999998,0.3075686483781468,0.6693320943562524,95.02,0.11999999999999998,0.3617634459781056,0.0,Donald Joseph,1151.0,1075.01,Gutteridge,guttedo01,586.01,-0.79
658,658,122.0,45.02,0.2687723480333731,267.0,3.0,N,15.03,0.1,0.3232122666225421,0.6686026122721249,68.0,0.1,0.3453903456495828,0.0,Lee Elmer,968.0,902.0,Handley,handlle01,418.0,6.46
659,659,279.0,102.01,0.29309297144014584,593.01,10.0,N,194.01,0.15,0.3700272194304858,0.8788483658756956,56.04999999999999,0.15,0.5088211464452097,0.0,John Geoffrey,1383.0,1447.0,Heath,heathje01,777.0,37.0
660,660,238.01,35.04999999999999,0.23885123082411705,1043.01,33.0,N,134.04,2.16,0.361411579489267,0.7269538556219819,61.05,0.15,0.36554227613271495,0.0,Edwin David,1574.0,1339.0,Joost,joosted01,874.01,30.72
661,661,315.0,64.0,0.276318078997738,712.0,8.0,N,135.01,0.11999999999999998,0.35688219794900977,0.7807607432770071,32.029999999999994,0.11999999999999998,0.4238785453279972,0.0,George Hartley,1550.0,1588.0,McQuinn,mcquige02,832.0,22.01
662,662,263.01,28.03,0.2379614015364437,351.0,44.0,N,97.02,0.14,0.2904674345009019,0.642749615501464,64.03,0.14,0.3522821810005621,0.0,Edward Robert,1510.0,1270.0,Miller,milleed03,539.01,23.69
663,663,367.0,83.05000000000003,0.3121216824460655,856.0,52.0,Y,359.0,0.16,0.3970801887049119,0.959100986469928,28.06000000000001,0.16,0.5620207977650162,0.0,John Robert,1884.0,2011.0,Mize,mizejo01,1118.0,70.99
664,664,272.01,60.02,0.26758204111071043,800.01,52.0,Y,235.01,0.16,0.3651075229323385,0.8305042052258833,27.06000000000001,0.16,0.4653966822935449,0.0,William Beck,1677.0,1484.01,Nicholson,nichobi01,837.0,41.79
665,665,53.02,16.040000000000006,0.2365057283142389,98.01,3.0,N,8.059999999999999,0.1,0.2947751887598159,0.6207080856501596,9.05,0.1,0.3259328968903437,0.0,Russell Dixon,471.0,289.01,Peters,peterru02,123.02,-0.43
666,666,75.0,25.030000000000005,0.2629804450438301,251.0,1.0,N,22.040000000000006,0.1,0.37000749236355257,0.7619023001855351,13.04,0.1,0.3918948078219825,0.0,Lawrence John,579.0,390.0,Rosenthal,rosenla01,240.0,4.28
667,667,18.050000000000004,2.099999999999999,0.1883392026515508,37.03,0.0,N,1.11,0.11,0.24120390741881545,0.4777154608735527,2.099999999999999,0.11,0.2365115534547372,0.0,Edgar,284.0,100.01,Smith,smithed04,36.02,0.54
668,668,169.0,22.06000000000001,0.2699784017278617,389.0,12.0,Y,38.01000000000001,0.15,0.3412786378086063,0.6995804736617381,29.050000000000004,0.15,0.3583018358531318,0.0,George Robert,1162.0,1000.0,Tebbetts,tebbebi01,357.0,4.43
669,669,2.079999999999999,0.1,0.16680555555555554,12.04,1.0,N,0.1,0.1,0.2141485554682727,0.3928985554682727,0.1,0.1,0.17875,0.0,Jacob Fields,171.0,36.03,Wade,wadeja01,14.04,-0.78
670,670,152.01,44.02,0.2855088097806545,180.01,7.0,N,43.02,0.1,0.3305167261321177,0.748751174172391,42.02,0.1,0.4182344480402733,0.0,Cyril Roy,811.0,794.0,Weatherly,weathro01,415.01,6.34
671,671,121.01,17.04,0.27299625468164795,274.02,17.0,N,79.02,0.1,0.3515173785874423,0.7877054767980125,9.06,0.1,0.4361880982105701,0.0,Norman Robert,728.0,656.01,Young,youngba01,320.02,11.26
672,672,160.01,20.040000000000006,0.24836601307189546,202.0,16.0,N,62.03999999999999,0.11999999999999998,0.29220362204050176,0.6503195640694872,19.03,0.11999999999999998,0.35811594202898545,0.0,James Henry,1002.0,874.0,Bloodworth,bloodji01,347.0,1.87
673,673,233.0,43.01,0.2820972886762361,426.0,21.0,Y,21.02,0.11,0.3408315043995087,0.6991010418795724,349.0,0.11,0.3582695374800638,0.0,George Washington,1226.0,1415.0,Case,casege01,785.0,15.27
674,674,18.04,2.1,0.20074817518248173,20.020000000000003,4.0,N,9.07,0.11,0.2342649397864122,0.5252503412462661,0.11,0.11,0.290985401459854,0.0,Spurgeon Ferdinand,211.0,110.01,Chandler,chandsp01,53.01,1.21
675,675,209.02,24.050000000000004,0.2491582229150429,412.01,12.0,N,125.04000000000002,0.11999999999999998,0.32365502570715143,0.7370740955954341,79.04000000000002,0.11999999999999998,0.4134190698882827,0.0,Vincent Paul,1110.0,959.01,DiMaggio,dimagvi01,491.0,17.07
676,676,381.0,89.0,0.28788946849006064,809.0,11.0,Y,223.0,0.14,0.36167690701794736,0.8226948119946851,54.0,0.14,0.4610179049767376,0.0,Robert Pershing,1865.0,2042.0,Doerr,doerrbo01,1094.0,51.17
677,677,42.02,14.02,0.2416255534471853,131.01,1.0,N,9.04,0.1,0.3000507848299292,0.6031437639570639,25.01,0.1,0.30309297912713473,0.0,Fermin,565.0,382.01,Guerra,guerrmi01,168.01,-2.28
