,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR
0,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Francis Patterson,1.0,0.01,Abercrombie,abercda01,0.01,1.0,-0.07
1,35.0,12.02,0.2770105605199025,19.009999999999998,0.07,N,1.06,0.07,0.2880294364676239,0.6155842699363485,30.03,0.07,0.32755483346872466,Robert Edward,274.0,341.0,Addy,addybo01,227.0,7.0,2.89
2,19.0,8.02,0.25405405405405407,5.029999999999999,0.060000000000000005,N,1.05,0.060000000000000005,0.25912903442259955,0.5647911965847616,10.03,0.060000000000000005,0.30566216216216213,Arthur Algernon,168.0,188.0,Allison,allisar01,106.0,6.0,0.2
3,581.0,142.0,0.3325873309331517,983.0,32.16,N,97.10000000000001,0.2700000000000001,0.3925780367910184,0.8376787471150429,276.11,0.2700000000000001,0.44510071032402454,Adrian Constantine,2523.0,3418.0,Anson,ansonca01,1996.0,27.0,93.92
4,2.0,1.0,0.22448979591836735,0.01,0.01,N,0.01,0.01,0.22476035080562923,0.5314950446831803,0.01,0.01,0.30673469387755103,Robert,12.0,11.0,Armstrong,armstbo01,9.0,1.0,0.0
5,0.01,0.01,0.25,1.0,0.01,N,0.01,0.01,0.40039840637450197,0.665398406374502,0.01,0.01,0.265,Alfred L.,1.0,1.0,Barker,barkeal01,0.01,1.0,0.03
6,1.02,0.03,0.1546153846153846,0.03,0.03,N,0.03,0.03,0.15813598166539342,0.402751366280778,0.03,0.03,0.2446153846153846,William,3.0,2.01,Barrett,barrebi01,1.02,3.0,-0.23
7,2.0,1.0,0.1511627906976744,0.01,0.01,N,0.01,0.01,0.15134255492270135,0.34936581073665485,1.0,0.01,0.1980232558139535,Franklin Lee,18.0,13.0,Barrows,barrofr01,13.0,1.0,-0.87
8,2.01,10.02,0.29,3.0199999999999996,0.03,N,3.0199999999999996,0.03,0.31092355452076054,0.9120235545207604,0.03,0.03,0.6011,John Elias,25.0,29.0,Bass,bassjo01,19.01,3.0,0.44
9,15.02,16.02,0.24304267161410018,8.01,0.060000000000000005,N,0.060000000000000005,0.060000000000000005,0.2541809076453494,0.5848673640460915,4.029999999999999,0.060000000000000005,0.3306864564007421,Thomas Lamb,123.0,131.0,Beals,bealsto01,109.0,6.0,0.8
10,2.01,0.02,0.25862068965517243,1.01,0.02,N,0.02,0.02,0.27146486028789163,0.5664648602878916,2.01,0.02,0.29499999999999993,Edward P.,13.0,15.0,Beavens,beaveed01,13.0,2.0,0.0
11,9.0,3.0199999999999996,0.2518248175182482,11.01,0.03,N,0.03,0.03,0.2807731434384538,0.5878169390588917,5.01,0.03,0.30704379562043793,Stephen B.,60.0,69.0,Bellan,bellast01,52.0,3.0,-0.48
12,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Nathan,1.0,0.01,Berkenstock,berkena01,0.01,1.0,-0.12
13,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.25310173697270477,0.5181017369727048,0.01,0.01,0.265,Thomas Haney,1.0,1.0,Berry,berryto01,0.01,1.0,-0.01
14,1.0,1.0,0.2328767123287671,4.0,0.01,N,0.01,0.01,0.27278628927551285,0.5471698509193486,3.0,0.01,0.27438356164383565,Henry Washburn,17.0,17.0,Berthrong,berthha01,17.0,1.0,-0.09
15,0.01,0.01,0.005,1.0,0.01,N,0.01,0.01,0.337748344370861,0.372748344370861,0.01,0.01,0.035,Charles S.,1.0,0.01,Bierman,biermch01,0.01,1.0,0.0
16,2.0,5.0,0.2641509433962264,3.0,0.01,N,0.01,0.01,0.28444322142726103,0.6620847308612233,1.0,0.01,0.3776415094339623,George Raymond,25.0,28.0,Bird,birdge01,19.0,1.0,-0.09
17,6.01,3.0199999999999996,0.2625,5.01,0.03,N,0.03,0.03,0.2776349614395887,0.5907182947729221,6.02,0.03,0.3130833333333334,David Solomon,48.0,63.0,Birdsall,birdsda01,66.0,3.0,-0.07
18,0.02,0.02,0.08695652173913043,0.02,0.02,N,0.02,0.02,0.08846487424111016,0.18063878728458843,2.01,0.02,0.09217391304347826,Michael J.,5.0,2.0,Brannock,brannmi01,4.0,2.0,-0.26
19,2.01,3.01,0.22857142857142856,2.0,0.02,N,1.01,0.02,0.2501388117712382,0.6367102403426668,0.02,0.02,0.38657142857142857,Henry S.,14.0,16.0,Burroughs,burrohe01,12.0,2.0,0.05
20,78.0,14.03,0.2694235588972431,14.03,0.09,N,5.049999999999999,0.09,0.2736970613027933,0.5937513637255167,26.040000000000006,0.09,0.3200543024227234,Thomas Joseph,536.0,645.0,Carey,careyto01,405.0,9.0,8.47
21,9.0,1.01,0.26666666666666666,9.0,0.02,N,0.02,0.02,0.3046426108940473,0.6384607927122292,3.0,0.02,0.33381818181818185,James Leslie,36.0,44.0,Carleton,carleji01,39.0,2.0,0.61
22,3.0,1.0,0.2597402597402597,8.0,0.01,N,0.01,0.01,0.3294518936720771,0.6545168287370122,12.0,0.01,0.32506493506493506,Joseph Frederick,19.0,20.0,Cone,conefr01,17.0,1.0,0.09
23,0.01,0.01,0.21212121212121213,0.01,0.01,N,0.01,0.01,0.21253405994550412,0.42647345388489805,0.01,0.01,0.21393939393939393,Edward,7.0,7.0,Connor,connone01,6.0,1.0,-0.14
24,63.0,31.01,0.29036375239310785,27.0,0.08,N,2.0699999999999994,0.08,0.30240377377427613,0.6765135376543017,35.019999999999996,0.08,0.37410976388002554,William H.,339.0,455.0,Craver,cravebi01,330.0,8.0,5.64
25,74.0,17.040000000000003,0.25414103170847135,65.0,0.09999999999999999,N,8.059999999999999,0.09999999999999999,0.2764208979891654,0.5931553986990565,69.05000000000003,0.09999999999999999,0.3167345007098911,Edgar Edward,452.0,537.0,Cuthbert,cuthbne01,453.0,10.0,1.34
26,8.01,2.0,0.24,7.0,0.02,N,0.02,0.02,0.262971901396311,0.5566163458407554,2.01,0.02,0.29364444444444443,John Henry,53.0,54.0,Deane,deaneha01,32.0,2.0,-0.27
27,1.0,1.0,0.20588235294117646,1.0,0.01,N,0.01,0.01,0.22872644203312395,0.5237264420331239,0.01,0.01,0.295,Peter J.,9.0,7.0,Donnelly,donnepe01,7.0,1.0,-0.35
28,5.0,0.01,0.23140495867768596,3.0,0.01,N,0.01,0.01,0.25004031607805194,0.5231808119458206,11.0,0.01,0.2731404958677686,Edward Charles,26.0,28.0,Duffy,duffyed01,30.0,1.0,-0.3
29,85.01,31.050000000000004,0.2741555380989788,48.0,0.11999999999999998,N,0.11999999999999998,0.11999999999999998,0.2876063895399038,0.6196841585893932,47.069999999999986,0.11999999999999998,0.3320777690494894,David Daniel,576.0,698.0,Eggler,eggleda01,491.01,12.0,4.92
30,0.01,0.01,0.0033333333333333335,0.01,0.01,N,0.01,0.01,0.009900990099009903,0.03323432343234324,0.01,0.01,0.023333333333333334,George W.,1.0,0.01,Ewell,ewellge01,0.01,1.0,-0.05
31,28.020000000000003,10.04,0.23638095238095236,12.03,0.08,N,3.049999999999999,0.08,0.24428756243627855,0.5302356143843304,6.049999999999999,0.08,0.2859480519480519,William Charles,252.0,273.02,Fisher,fishech01,179.01999999999998,8.0,-2.27
32,72.0,14.0,0.3103448275862069,15.01,0.060000000000000005,N,2.04,0.060000000000000005,0.318034585251236,0.7079296377249991,14.01,0.060000000000000005,0.3898950524737631,Weston Dickson,273.0,414.0,Fisler,fislewe01,258.0,6.0,7.08
33,5.01,4.01,0.30833333333333335,6.0,0.02,N,0.02,0.02,0.34132021580450655,0.7587368824711733,8.01,0.02,0.4174166666666667,Charles Richard,24.0,37.0,Flowers,flowedi01,40.0,2.0,0.43
34,7.0,1.01,0.3131868131868132,4.01,0.02,N,0.02,0.02,0.32803009943563555,0.6911070225125586,3.01,0.02,0.3630769230769231,William,38.0,57.0,Flynn,flynncl01,47.0,2.0,0.59
35,3.0,1.0,0.2619047619047619,3.0,0.01,N,0.01,0.01,0.28740519420822797,0.6091909084939422,1.0,0.01,0.3217857142857143,Thomas James,18.0,22.0,Foley,foleyto01,18.0,1.0,-0.38
36,1.0,3.0,0.34831460674157305,2.0,0.01,N,1.0,0.01,0.3626675455943748,0.8233417028977457,1.0,0.01,0.4606741573033708,James H.,19.0,31.0,Foran,foranji01,21.0,1.0,0.49
37,70.02,30.020000000000003,0.26065983606557375,42.019999999999996,0.09999999999999999,N,8.079999999999998,0.11999999999999998,0.27319276137682097,0.5970903023604275,14.089999999999998,0.11999999999999998,0.3238975409836065,Charles John,583.0,636.01,Fulmer,fulmech01,360.01,12.0,8.75
38,43.019999999999996,7.039999999999999,0.26695842450765866,35.01,0.08,N,1.07,0.08,0.2852357823022821,0.5961839952855059,15.04,0.08,0.3109482129832239,John W.,315.0,366.0,Glenn,glennjo01,235.01,8.0,2.43
39,3.0199999999999996,0.04,0.18483695652173915,4.029999999999999,0.04,N,0.04,0.04,0.2024347456275584,0.4047717021492975,0.04,0.04,0.2023369565217391,Warren M.,42.0,34.010000000000005,Goldsmith,goldswa01,15.01,4.0,-1.22
40,68.0,53.0,0.32196289646918014,37.0,0.07,N,13.02,0.07,0.33666444202465845,0.7861318268241797,18.03,0.07,0.4494673847995212,George William,365.0,538.0,Hall,hallge01,377.0,7.0,10.38
41,25.009999999999998,12.03,0.2868421052631579,15.02,0.08,N,5.059999999999999,0.08,0.3007043525374752,0.6720859314848435,5.049999999999999,0.08,0.3713815789473684,James H.,170.0,218.0,Hallinan,halliji01,142.01,8.0,1.37
42,4.0,0.01,0.24778761061946902,1.0,0.01,N,0.01,0.01,0.2544290475355201,0.5380573661195909,6.0,0.01,0.28362831858407084,Ralph A.,25.0,28.0,Ham,hamra01,25.0,1.0,-0.47
43,44.0,8.04,0.27936746987951805,32.0,0.08,N,0.08,0.08,0.2963474885307611,0.6211366451572671,40.03,0.08,0.32478915662650604,Winfield Scott,294.0,371.0,Hastings,hastisc01,264.0,8.0,1.7
44,4.02,2.0199999999999996,0.255,2.0199999999999996,0.03,N,0.03,0.03,0.26960030745580327,0.6045022682401171,1.02,0.03,0.3349019607843138,George A.,23.0,26.01,Heubel,heubege01,20.01,3.0,-0.02
45,85.01,15.02,0.3072188024622272,17.03,0.09,N,4.059999999999999,0.09,0.31377722105519873,0.6921935612902295,18.040000000000006,0.09,0.37841634023503073,Richard,372.0,549.0,Higham,highadi01,384.0,9.0,6.9
46,10.0,1.02,0.23161764705882354,8.01,0.03,N,2.0199999999999996,0.03,0.2536508729960368,0.5518126377019192,3.0199999999999996,0.03,0.2981617647058824,Charles,62.0,63.0,Hodes,hodesch01,57.0,3.0,0.07
47,5.01,3.01,0.2159090909090909,1.01,0.02,N,0.02,0.02,0.22492981471083662,0.5668616328926548,0.02,0.02,0.3419318181818181,Samuel,20.0,19.0,Jackson,jackssa01,17.01,2.0,-0.2
48,1.0,0.01,0.22388059701492538,0.01,0.01,N,0.01,0.01,0.22407877069968665,0.46363100950565683,1.0,0.01,0.23955223880597015,William Penn,16.0,15.0,Johnson,johnsca01,10.0,1.0,-0.35
49,1.0,1.0,0.22388059701492538,6.0,0.01,N,0.01,0.01,0.28772938920843605,0.5568338668203764,0.01,0.01,0.26910447761194034,William J.,18.0,15.0,Kelly,kellybi01,16.0,1.0,-0.07
50,1.0,0.01,0.19083969465648856,3.0,0.01,N,0.01,0.01,0.2089986569168781,0.4078536187489392,5.0,0.01,0.19885496183206108,Eugene Boynton,29.0,25.0,Kimball,kimbage01,18.0,1.0,-0.81
51,1.01,0.02,0.18758928571428574,8.01,0.02,N,2.01,0.02,0.24189920866305709,0.49270278009162854,5.01,0.02,0.25080357142857146,Marshall Ney,23.0,21.01,King,kingma01,23.01,2.0,-0.41
52,18.0,6.01,0.35294117647058826,2.0,0.02,N,0.02,0.02,0.3576850094876661,0.821214421252372,4.0,0.02,0.46352941176470586,Stephen F.,54.0,96.0,King,kingst01,78.0,2.0,1.43
53,1.02,0.03,0.12219512195121951,0.03,0.03,N,0.03,0.03,0.12338768556826478,0.27411939288533793,0.03,0.03,0.15073170731707314,Henry C.,11.0,5.01,Kohler,kohlehe01,2.0199999999999996,3.0,-0.61
54,4.01,0.03,0.2231404958677686,1.02,0.03,N,0.03,0.03,0.2297673656618611,0.48728802681888583,1.02,0.03,0.25752066115702477,William H.,28.0,27.0,Lennon,lennobi01,18.0,3.0,-0.38
55,85.0,28.020000000000003,0.2989561586638831,31.009999999999998,0.09,N,4.059999999999999,0.09,0.3079313656391296,0.6708624721109459,52.03999999999999,0.09,0.36293110647181626,Andrew Jackson,501.0,716.0,Leonard,leonaan01,481.0,9.0,6.42
56,32.01,7.029999999999999,0.2737642585551331,32.019999999999996,0.07,N,1.06,0.07,0.29524239964580873,0.6158222475545541,17.020000000000003,0.07,0.3205798479087453,Fergus G.,220.0,288.0,Malone,malonfe01,200.01,7.0,3.52
57,11.0,3.0,0.24621212121212122,6.0,0.02,N,0.02,0.02,0.2629980743593542,0.5738314076926876,5.01,0.02,0.31083333333333335,Michael James,51.0,65.0,McAtee,mcatebu01,64.0,2.0,0.07
58,3.01,0.02,0.275,2.0,0.02,N,0.02,0.02,0.3097050428163653,0.6624550428163654,1.01,0.02,0.35275,James,9.0,11.0,McDermott,mcderjo01,6.0,2.0,0.08
59,56.019999999999996,13.04,0.2756952841596131,26.020000000000003,0.11999999999999998,N,0.11999999999999998,0.11999999999999998,0.28323348994519915,0.5921653722507212,65.07000000000004,0.11999999999999998,0.308931882305522,Michael Henry,547.0,684.0,McGeary,mcgeami01,484.0,12.0,10.83
60,132.0,44.010000000000005,0.3458018304814962,30.0,0.09,N,11.04,0.09,0.35352983272910293,0.8000638558090869,25.040000000000006,0.09,0.446534023079984,Calvin Alexander,530.0,869.0,McVey,mcveyca01,555.0,9.0,20.5
61,4.01,3.01,0.22598870056497175,1.01,0.02,N,0.02,0.02,0.23044088739118224,0.5134352376736682,2.01,0.02,0.2829943502824859,Charles F.,38.0,40.0,Mills,millsch01,33.0,2.0,0.09
62,61.0,21.0,0.2839344262295082,13.01,0.060000000000000005,N,2.04,0.060000000000000005,0.2900079967232939,0.6454965213134578,9.03,0.060000000000000005,0.35548852459016395,Everett,337.0,433.0,Mills,millsev01,283.0,6.0,4.31
63,0.02,0.02,0.15730337078651685,0.02,0.02,N,0.02,0.02,0.15764653042892432,0.31629821582218276,1.01,0.02,0.1586516853932584,Edward M.,20.0,14.0,Mincher,minched01,9.0,2.0,-0.92
64,0.01,0.01,0.01,0.01,0.01,N,0.01,0.01,0.029126213592233007,0.09912621359223302,0.01,0.01,0.07,Frank Prescott,1.0,0.01,Norton,nortofr01,0.01,1.0,-0.03
65,4.02,0.04,0.2056451612903226,1.03,0.04,N,0.04,0.04,0.20902412588816188,0.4316854162107425,3.0199999999999996,0.04,0.2226612903225806,Thomas W. H.,57.0,51.0,Patterson,patteda01,41.0,4.0,-0.94
66,1.05,0.060000000000000005,0.10956521739130433,1.05,0.060000000000000005,N,0.060000000000000005,0.060000000000000005,0.13037947848208603,0.26929252196034686,0.060000000000000005,0.060000000000000005,0.13891304347826083,Cornelius Carmen,12.0,5.039999999999999,Phelps,phelpne01,6.039999999999999,6.0,-0.49
67,119.03000000000002,53.019999999999996,0.32123550176500254,49.01,0.09999999999999999,N,20.050000000000004,0.10999999999999999,0.3376209268681541,0.8026890055368379,47.05999999999999,0.10999999999999999,0.46506807866868377,Lipman Emanuel,425.0,637.01,Pike,pikeli01,433.01,11.0,14.2
68,6.01,9.0,0.26666666666666666,1.01,0.02,N,0.02,0.02,0.27049222137209894,0.660594785474663,1.01,0.02,0.39010256410256405,Albert George,45.0,52.0,Pratt,prattal01,41.0,2.0,-0.09
69,0.01,0.01,0.3333333333333333,0.01,0.01,N,0.01,0.01,0.33499170812603646,0.6783250414593698,0.01,0.01,0.34333333333333327,Thomas Jefferson,1.0,2.0,Pratt,prattto01,2.0,1.0,-0.04
70,78.0,17.03,0.21742919389978213,104.01,3.09,N,1.11,0.11999999999999998,0.2523082815062733,0.520016342508452,5.11,0.11999999999999998,0.26770806100217864,Joseph L.,596.0,499.0,Quest,questjo01,300.0,12.0,2.97
71,1.04,0.05,0.24324324324324326,6.02,0.05,N,0.05,0.05,0.27296911497534376,0.5249285744348032,4.029999999999999,0.05,0.25195945945945947,Patrick James,42.0,36.0,Quinn,quinnpa02,26.0,5.0,-0.3
72,34.01,9.03,0.2816728167281673,12.01,0.05,N,2.03,0.05,0.29215498539588663,0.6453653174992076,9.02,0.05,0.353210332103321,John Young,157.0,229.0,Radcliff,radcljo01,199.0,5.0,2.42
73,15.01,7.029999999999999,0.24681933842239187,9.03,0.05,N,0.05,0.05,0.26379529008032226,0.5849657735408821,7.01,0.05,0.3211704834605598,Alfred James,80.0,97.0,Reach,reachal01,89.0,5.0,0.68
74,0.01,0.01,0.28205128205128205,2.0,0.01,N,0.01,0.01,0.3171623598244759,0.6007521034142194,5.0,0.01,0.28358974358974354,Samuel B.,8.0,11.0,Sager,sagerpo01,9.0,1.0,-0.05
75,64.01,16.03,0.2716273442226255,12.03,0.08,N,4.049999999999999,0.08,0.27691134345029694,0.6140075321980283,23.030000000000005,0.08,0.33709618874773134,Harry C.,367.0,449.0,Schafer,schafha01,339.01,8.0,3.78
76,6.02,2.0299999999999994,0.29914529914529914,0.04,0.04,N,0.04,0.04,0.2993336750384419,0.6420687177734846,5.029999999999999,0.04,0.34273504273504274,John Phillips Jenkins,51.0,70.0,Sensenderfer,senseco01,55.0,4.0,-0.05
77,12.0,2.01,0.22058823529411764,2.01,0.03,N,0.03,0.03,0.22636552705513194,0.5061817035257201,6.0,0.03,0.2798161764705882,Joseph S.,58.0,60.0,Simmons,simmojo01,45.0,3.0,-0.57
78,2.0,1.0,0.2638888888888889,1.0,0.01,N,0.01,0.01,0.27403451109285126,0.5938956222039624,6.0,0.01,0.31986111111111115,Charles J.,14.0,19.0,Smith,smithch01,15.0,1.0,0.23
79,147.0,67.02,0.2987149778807668,164.01,0.16,N,15.069999999999999,0.16,0.32214695408372074,0.6895895494070828,18.099999999999998,0.16,0.3674425953233621,Joseph,1071.0,1418.0,Start,startjo01,854.0,16.0,32.24
80,4.0,6.0,0.2727272727272727,7.0,0.01,N,2.0,0.01,0.31627072295334124,0.7889979956806139,3.0,0.01,0.4727272727272727,Garret C.,25.0,30.0,Stires,stirega01,23.0,1.0,0.44
81,11.030000000000001,2.07,0.19402985074626866,17.02,0.08,N,0.08,0.08,0.21406327308710965,0.4310931238333783,3.0599999999999996,0.08,0.21702985074626865,Charles James,166.0,130.0,Sweasy,sweasch01,67.00999999999999,8.0,-1.62
82,37.0,14.02,0.24431818181818182,18.0,0.07,N,7.039999999999999,0.07,0.2552274145295727,0.5694806612828195,33.01,0.07,0.3142532467532468,Frederick S.,269.0,301.0,Treacey,treacfr01,238.0,7.0,0.73
83,9.01,7.01,0.3333333333333333,11.02,0.04,N,0.04,0.04,0.35676536134988857,0.7665013349472483,11.03,0.04,0.40973597359735975,Frederick A.,61.0,101.0,Waterman,waterfr01,81.0,4.0,1.9
84,2.0,0.01,0.2571428571428571,1.0,0.01,N,0.01,0.01,0.2676710785694171,0.5540996499979884,0.01,0.01,0.2864285714285714,Willard Elmer,15.0,18.0,White,whiteel01,13.0,1.0,-0.17
85,13.03,4.049999999999999,0.25483471074380165,1.05,0.060000000000000005,N,0.060000000000000005,0.060000000000000005,0.2559511531003755,0.5401384809240669,7.029999999999999,0.060000000000000005,0.28418732782369144,William Warren,168.0,185.01,White,whitewa01,96.00999999999999,6.0,2.11
86,33.0,12.0,0.3326488706365503,25.0,0.04,N,3.0199999999999996,0.04,0.3652554288392439,0.8335511167242542,30.0,0.04,0.46829568788501025,James Leon,102.0,162.0,Wood,woodji01,162.0,4.0,3.74
87,24.030000000000005,9.03,0.2720833333333333,36.029999999999994,0.07,N,4.049999999999999,0.07,0.30289730922233815,0.6414512307909654,9.04,0.07,0.33855392156862735,William Henry,180.0,222.01999999999998,Wright,wrighha01,183.01999999999998,7.0,0.96
88,217.0,89.0,0.27361319340329837,199.0,10.13,N,15.04,0.15,0.3096754430956859,0.6932636489927373,15.099999999999998,0.15,0.38358820589705145,Thomas Jefferson,963.0,1095.0,York,yorkto01,743.0,15.0,19.38
89,1.0,0.01,0.2727272727272727,0.01,0.01,N,0.01,0.01,0.27290625473269725,0.5615426183690608,0.01,0.01,0.28863636363636364,Frank Erwin,16.0,18.0,Allen,allenha01,8.0,1.0,0.14
90,3.0,0.01,0.16129032258064516,0.01,0.01,N,0.01,0.01,0.16145329463613886,0.35553931614151524,0.01,0.01,0.19408602150537635,Andrew Kent,24.0,15.0,Allison,allisan01,11.0,1.0,-0.51
91,0.01,0.01,0.15789473684210525,0.01,0.01,N,0.01,0.01,0.15869679453494476,0.3197494261138921,0.01,0.01,0.16105263157894734,William,5.0,3.0,Allison,allisbi01,5.0,1.0,-0.08
92,0.01,0.01,0.14285714285714285,0.01,0.01,N,0.01,0.01,0.1450924608819346,0.296521032310506,0.01,0.01,0.15142857142857144,Willis S.,2.0,1.0,Arnold,arnolbi01,2.0,1.0,-0.04
93,5.029999999999999,3.0299999999999994,0.28667215815485997,7.029999999999999,0.05,N,1.04,0.05,0.2948724211486168,0.6049547934715163,19.020000000000003,0.05,0.3100823723228995,Thomas H.,126.0,174.01,Barlow,barloto01,120.01,5.0,1.52
94,1.0,0.01,0.20588235294117646,0.01,0.01,N,0.01,0.01,0.2062885689097855,0.4430532747921384,1.0,0.01,0.2367647058823529,John,8.0,7.0,Barrett,barre01,7.0,1.0,-0.19
95,0.01,0.01,0.2857142857142857,0.01,0.01,N,0.01,0.01,0.28652886671418387,0.5765288667141839,0.01,0.01,0.29,William,4.0,4.0,Bestick,besti01,0.01,1.0,0.07
96,7.02,2.039999999999999,0.24128686327077747,10.01,0.05,N,0.05,0.05,0.25136554205075984,0.5077328342759609,8.03,0.05,0.2563672922252011,Oscar,174.0,180.0,Bielaski,bielaos01,117.0,5.0,-0.83
97,30.0,9.01,0.29046898638426627,10.0,0.04,N,3.01,0.04,0.3010669368778685,0.6778445465601681,6.01,0.04,0.37677760968229956,William John,147.0,192.0,Boyd,boydbi01,93.0,4.0,1.98
98,0.02,0.02,0.08039999999999999,0.02,0.02,N,0.02,0.02,0.08180367118914604,0.16700367118914605,0.02,0.02,0.0852,Oliver Edward,7.0,2.01,Brown,brownol01,0.02,2.0,-0.31
99,164.01999999999998,50.05999999999999,0.25025432349949134,140.0,10.15,N,18.120000000000008,0.19000000000000003,0.27246937026932055,0.5875253214392087,59.12000000000001,0.19000000000000003,0.3150559511698881,John Joseph,1187.0,1230.0,Burdock,burdoja01,777.0,19.0,14.83
100,91.01,35.01,0.28299643281807374,112.0,0.10999999999999999,N,7.059999999999999,0.10999999999999999,0.3134880579230576,0.6687040706063712,17.07000000000001,0.10999999999999999,0.3552160126833135,John Edgar,588.0,714.0,Clapp,clappjo01,457.0,11.0,18.92
101,0.01,0.01,0.14285714285714285,0.01,0.01,N,0.01,0.01,0.1450924608819346,0.296521032310506,0.01,0.01,0.15142857142857144,Dennis J.,2.0,1.0,Clare,clarede01,1.0,1.0,-0.05
102,1.0,0.01,0.32432432432432434,0.01,0.01,N,0.01,0.01,0.3246016743181205,0.6773043770208231,0.01,0.01,0.35270270270270265,Dennis H.,8.0,12.0,Coughlin,coughde01,5.0,1.0,-0.1
103,32.0,5.02,0.21358428805237317,46.0,0.060000000000000005,N,0.060000000000000005,0.060000000000000005,0.24213796801564522,0.49027217423495784,34.019999999999996,0.060000000000000005,0.24813420621931262,Herman J.,307.0,261.0,Dehlman,dehlmhe01,226.0,6.0,2.89
104,14.04,0.07,0.2242562929061785,2.059999999999999,0.07,N,0.07,0.07,0.22798269581056466,0.48516805050164014,1.06,0.07,0.2571853546910755,John Henry,109.0,98.0,Doscher,doschhe01,36.0,7.0,-0.18
105,1.0,0.01,0.2926829268292683,0.01,0.01,N,0.01,0.01,0.2929563733853278,0.6112490563121571,0.01,0.01,0.3182926829268292,Jacob Dixon,9.0,12.0,Doyle,doylejo01,6.0,1.0,-0.42
106,3.0,1.0,0.2413793103448276,0.01,0.01,N,0.01,0.01,0.24152591060553832,0.540721312904389,0.01,0.01,0.2991954022988506,George S.,18.0,21.0,Fields,fieldge01,16.0,1.0,-0.49
107,0.01,0.01,0.375,0.01,0.01,N,0.01,0.01,0.37608966376089664,0.7585896637608966,0.01,0.01,0.38249999999999995,George Horace Elliot,2.0,3.0,Fletcher,fletcge01,1.0,1.0,0.0
108,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,John A.,1.0,0.01,Galvin,galvijo01,0.01,1.0,-0.13
109,0.03,2.01,0.2898550724637681,1.02,0.03,N,0.03,0.03,0.3003710045662101,0.6502260770299781,0.03,0.03,0.3498550724637681,James,16.0,20.0,Hall,hallji01,9.02,3.0,-0.1
110,35.01,6.02,0.2631118881118881,23.0,0.060000000000000005,N,1.05,0.060000000000000005,0.2776578243882377,0.5846508313812446,9.02,0.060000000000000005,0.30699300699300697,Nathan Woodhull,257.0,301.0,Hicks,hicksna01,173.0,6.0,3.86
111,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,,1.0,0.01,Higby,higby01,0.01,1.0,-0.08
112,37.029999999999994,22.040000000000003,0.29102633355840646,8.03,0.08,N,0.09,0.09,0.29486972871340317,0.6408454208133356,8.049999999999999,0.09,0.34597569209993245,James,318.0,431.01,Holdsworth,holdsji01,221.01,9.0,2.91
113,4.0,4.0,0.2681992337164751,2.01,0.03,N,0.03,0.03,0.2738434637168815,0.5883645365138164,2.02,0.03,0.31452107279693486,John Samuel,58.0,70.0,Hollingshead,holliho01,45.0,3.0,-0.28
114,1.0,1.0,0.3125,1.0,0.01,N,0.01,0.01,0.3266013871889025,0.7022263871889025,0.01,0.01,0.37562500000000004,Richard M.,11.0,15.0,Hunt,huntdi01,11.0,1.0,-0.03
115,0.01,0.01,0.0014285714285714286,0.01,0.01,N,0.01,0.01,0.004267425320056899,0.0142674253200569,0.01,0.01,0.01,William H.,2.0,0.01,Hurley,hurledi01,0.01,1.0,-0.12
116,0.01,0.01,0.125,0.01,0.01,N,0.01,0.01,0.12702366127023662,0.2595236612702366,0.01,0.01,0.1325,Nathan W.,2.0,1.0,Jewett,jewetna01,1.0,1.0,-0.03
117,1.0,0.01,0.2608695652173913,0.01,0.01,N,0.01,0.01,0.26139817629179324,0.5679199154222281,0.01,0.01,0.3065217391304348,James,5.0,6.0,Cavanagh,kavan01,3.0,1.0,0.01
118,0.01,0.01,0.0005263157894736842,0.01,0.01,N,0.01,0.01,0.0015764582238570674,0.0052606687501728575,0.01,0.01,0.00368421052631579,John J.,5.0,0.01,Kenney,kennejo01,0.01,1.0,-0.47
119,0.01,0.01,0.08333333333333333,0.01,0.01,N,0.01,0.01,0.08478802992518704,0.17312136325852037,0.01,0.01,0.08833333333333333,David,4.0,1.0,Lenz,leutz01,2.0,1.0,-0.08
120,0.01,0.01,0.16129032258064516,0.01,0.01,N,0.01,0.01,0.16177892362230095,0.32500473007391384,0.01,0.01,0.1632258064516129,Charles,7.0,5.0,Lowe,lowech01,1.0,1.0,-0.37
121,0.03,0.03,0.1643835616438356,0.03,0.03,N,0.03,0.03,0.16500205226433162,0.3318513673328248,0.03,0.03,0.16684931506849315,Alfred Dean,17.0,12.0,Martin,martial01,4.0,3.0,-0.5
